flight_number,departure_airport,arrival_airport,departure_date,arrival_date,departure_time,arrival_time,airline,flight_duration,passenger_count,ticket_price,cabin_class,flight_status,aircraft_type,pilot_name,co_pilot_name
8667,LPB,SQF,4/17/2022,4/13/2022,2:37 AM,10:34 PM,American,6.86,80,140.75,Economy,On Time,Boeing 787,Aguie Elliff,Roddy Beeton
1657,MYY,YJT,12/29/2022,6/16/2022,5:19 AM,4:10 PM,Delta,3.73,150,299.67,First,Delayed,Boeing 787,Sigmund Slowly,Gus McAughtrie
4475,TLM,NZY,9/13/2022,6/22/2022,10:19 AM,3:18 AM,Delta,8.95,123,535.26,First,On Time,Airbus A320,Sydney Yersin,Rosabella Westrip
2970,MNX,WSR,5/20/2022,5/22/2022,12:12 PM,12:01 AM,United,1.56,147,650.62,Economy,Cancelled,Boeing 787,Junie Kyndred,Janeen Sinclar
9302,BJY,CVB,2/20/2022,2/7/2022,10:28 PM,11:03 PM,United,3.4,494,555.6,First,Cancelled,Boeing 737,Orton McGuane,Brittni Gerritzen
7540,BYR,CXJ,1/19/2022,6/8/2022,3:07 PM,6:51 PM,American,1.16,202,464.56,First,Delayed,Boeing 737,Concettina Daudray,Kenyon Secretan
9951,DMN,MRQ,7/11/2022,1/27/2022,12:58 AM,12:21 PM,American,6.54,20,137.69,Business,Cancelled,Boeing 787,Chere Domerc,Cliff Bram
2700,TOD,AYA,6/14/2022,4/18/2022,12:57 PM,12:08 PM,Delta,7.1,363,251.27,Business,Delayed,Boeing 787,Chicky Fendt,Shaylynn Buist
9249,RIH,MAR,4/10/2022,10/31/2022,9:40 AM,7:19 AM,United,9.39,269,950.05,Business,Cancelled,Boeing 787,Rori Gravenall,Gerard Newport
9645,BLF,HLB,7/13/2022,4/12/2022,2:48 PM,10:28 PM,American,2.78,286,302.06,Economy,Cancelled,Boeing 737,Carny Kingscott,Daveta Punton
964,PBR,MRD,12/28/2022,10/18/2022,2:45 PM,3:50 PM,United,1.83,380,958.66,First,Delayed,Boeing 737,Carlee Limpenny,Leslie Shimman
8492,ULM,KII,1/2/2022,5/21/2022,3:05 PM,10:02 PM,Delta,4.7,81,361.82,First,Delayed,Airbus A320,Karrie McFaul,Joline Goodyer
7616,HOT,CHB,6/12/2022,6/22/2022,6:50 PM,7:23 AM,Delta,6.07,273,715.95,Business,On Time,Boeing 737,Torin McParlin,Lefty Saggs
5739,CQM,OTH,3/20/2022,7/25/2022,1:54 PM,1:50 AM,American,5.72,80,195.1,Economy,Delayed,Airbus A320,Babara Hoggan,Jeremy Dudden
3588,UPR,KXA,4/27/2022,1/7/2022,9:13 AM,7:03 AM,Delta,5.49,225,67.51,Business,Delayed,Boeing 737,Carie Byk,Shayne Maloney
6682,TGZ,NLK,2/13/2022,1/26/2022,3:58 AM,12:55 AM,American,9.98,257,534.64,Economy,On Time,Airbus A320,Zachery Betjeman,Cad Lettley
2032,UKK,USM,11/25/2022,7/29/2022,3:13 AM,3:50 PM,Delta,1.14,69,332.86,Business,On Time,Airbus A320,Evie Sloat,Jeni Oliver-Paull
3257,CML,ISB,12/14/2022,10/29/2022,9:45 AM,7:53 PM,United,6.99,393,663.18,Business,On Time,Boeing 787,Calvin Densey,Ingar Venour
2388,SZY,FLM,5/25/2022,3/9/2022,2:55 AM,7:17 PM,Delta,5.7,108,271.42,First,Cancelled,Boeing 787,Arvin Oventon,Zuzana Dibble
1327,BHG,LEW,11/22/2022,4/10/2022,8:30 PM,12:19 PM,Delta,3.85,23,614.83,Business,Cancelled,Boeing 737,Sascha Creyke,Bethena Hovey
5899,IOM,HKD,1/23/2022,1/24/2022,10:19 PM,3:25 PM,United,6.95,243,286.12,Business,Delayed,Boeing 737,Will Frear,Daron Teanby
8321,TBR,OVD,12/30/2022,5/29/2022,2:55 PM,7:00 PM,American,8.8,323,388.82,Business,On Time,Airbus A320,Gordy Larimer,Eleanore Antoniak
1634,SYS,JIU,5/14/2022,5/11/2022,10:28 PM,4:22 AM,American,1.13,194,944.46,First,Cancelled,Boeing 737,Alexia Greswell,Carine Conti
5651,ELJ,BCO,8/22/2022,10/20/2022,11:20 PM,4:22 AM,United,4.23,143,215.3,Business,On Time,Airbus A320,Con Strangwood,Cyrillus Allon
6395,PIK,PSC,5/4/2022,6/5/2022,3:43 PM,12:28 AM,Delta,1.98,251,543.34,First,On Time,Boeing 737,Abdel Buckhurst,Lexie Popplewell
4878,BTM,ALC,6/20/2022,12/1/2022,10:12 PM,6:49 AM,American,5.98,432,741.85,Economy,On Time,Boeing 737,Keely O'Gorman,Boris Illem
5834,STI,PTF,5/9/2022,1/10/2022,6:15 AM,10:08 PM,United,9.55,307,982.74,First,Cancelled,Boeing 737,Lu Sedgemond,Justina Treanor
310,ANS,BNN,10/29/2022,6/23/2022,8:17 PM,8:15 PM,Delta,5.99,228,266.63,First,Cancelled,Boeing 737,Felic Barringer,Laurie Ellph
3942,ENK,MMX,8/3/2022,8/24/2022,11:50 AM,6:07 AM,Delta,1.5,355,423.99,Economy,Delayed,Airbus A320,Faydra Fitchen,Xylia Sitch
6185,XAL,WAN,8/17/2022,1/23/2022,3:28 PM,10:24 PM,American,2.02,208,609.59,Economy,Cancelled,Airbus A320,Josie Nassi,Lyman Selley
9007,KMZ,CLN,9/2/2022,2/17/2022,9:12 PM,12:22 AM,American,9.76,216,414.48,First,On Time,Boeing 737,Gayelord Enderle,Marley Haycox
6633,BQS,ERC,2/18/2022,1/17/2022,1:56 AM,3:19 PM,Delta,7.08,65,468.68,First,Delayed,Boeing 787,Kristien Beven,Chiquita Yeskin
7451,OPB,UGU,6/5/2022,2/24/2022,5:11 PM,2:48 PM,United,9.37,144,396.62,First,Cancelled,Boeing 787,Meriel Bridge,Row Agdahl
6007,BNP,KRU,8/18/2022,3/17/2022,7:34 PM,1:09 AM,American,3.33,250,420.01,Economy,Cancelled,Airbus A320,Hubert Filtness,Amelia Reddecliffe
9654,YQR,ALA,6/26/2022,6/8/2022,2:09 PM,10:03 AM,Delta,2.26,313,404.21,Business,Cancelled,Boeing 787,Vivyanne Shingles,Pascal Nunnerley
3209,MPK,GTT,10/28/2022,10/4/2022,5:10 PM,10:39 AM,United,5.22,249,849.94,First,Delayed,Airbus A320,Deeanne Shelsher,Pammi Halleday
1030,MJF,DOA,6/27/2022,3/25/2022,8:21 PM,12:42 PM,American,5.37,427,584.34,Economy,On Time,Airbus A320,Maxy Trevna,Georges Ebbett
5572,TKW,IZA,5/6/2022,4/24/2022,7:36 AM,9:00 PM,Delta,4.06,13,313.33,Business,Cancelled,Airbus A320,Isac Sowle,Tedie Parks
6153,RAC,NTI,7/2/2022,7/25/2022,9:25 AM,9:54 PM,United,2.23,447,62.04,Economy,Cancelled,Boeing 737,Dorthea Benoit,Ky Takle
1529,MYO,PGR,9/20/2022,3/6/2022,4:27 PM,12:34 AM,Delta,3.09,146,628.93,First,Cancelled,Boeing 787,Eddy Elcom,Sophronia Pettengell
8895,YQQ,MCL,8/12/2022,5/4/2022,10:19 PM,12:42 AM,Delta,9.54,15,955.61,First,Cancelled,Boeing 737,Lyle Scarrott,Elenore Slevin
1802,WYS,ESO,10/2/2022,8/1/2022,1:25 PM,2:37 PM,American,6.3,146,278.5,Business,On Time,Boeing 737,Tann Stebbin,Rahal Turville
7961,YNM,YZY,9/18/2022,2/28/2022,5:04 AM,12:35 AM,United,2.38,403,381.28,First,On Time,Boeing 737,Noll Gilks,Lucila Kira
998,JTY,UPP,12/8/2022,2/27/2022,11:32 AM,7:31 AM,American,3.43,254,114.33,Business,Cancelled,Boeing 737,Mercy Maryet,Reyna Kirkwood
1913,TJH,KMN,3/20/2022,4/13/2022,12:01 PM,10:49 PM,United,2.55,341,141.14,First,Cancelled,Airbus A320,Beth O'Sheils,Heywood Jansson
1750,YAQ,RCN,5/13/2022,3/19/2022,4:38 AM,1:00 PM,United,4.41,416,521.94,Economy,On Time,Boeing 787,Nata Elliston,Carol Seaton
2723,SBG,GOC,6/28/2022,8/24/2022,12:01 AM,8:35 AM,American,7.11,289,962.24,Business,On Time,Boeing 737,Berry McPhater,Gan Cooley
892,DRJ,AVL,3/10/2022,6/17/2022,8:45 PM,8:36 PM,Delta,4.47,112,797.48,Business,Cancelled,Boeing 787,Gisela Predohl,Anestassia Riggs
8778,OTI,OMB,6/26/2022,12/12/2022,8:59 AM,9:03 AM,Delta,4.59,166,794.39,Business,Delayed,Boeing 787,Aguistin Isack,Steward McKevin
2391,TZL,YRF,10/3/2022,3/5/2022,9:18 AM,2:48 AM,Delta,6.1,427,763.83,Business,Delayed,Boeing 737,Jonell Goulthorp,Ignace Biskup
3904,KAE,YYG,9/17/2022,6/6/2022,1:39 AM,6:23 PM,United,4.8,144,687.09,Economy,Cancelled,Boeing 787,Clio Timny,Odelinda Goodman
4197,MQK,YNO,11/24/2022,11/22/2022,10:34 AM,8:19 AM,United,1.28,280,410.29,First,Cancelled,Boeing 787,Phedra Yurov,Iosep Scarffe
5912,XBB,ALI,5/19/2022,3/12/2022,5:59 PM,5:07 PM,Delta,9.18,403,50.39,Economy,On Time,Airbus A320,Wildon Cordel,Miles Tewkesbury.
2290,LTH,WUD,2/11/2022,1/9/2022,10:02 AM,12:41 AM,American,3.53,104,612.28,First,On Time,Airbus A320,Elfrida Klosa,Felisha Jaquiss
3100,EVW,KML,12/23/2022,4/30/2022,3:58 PM,4:28 AM,American,3.01,287,667.77,First,Cancelled,Boeing 737,Howey Corker,Annmaria O'Henery
3768,JCT,YVR,6/28/2022,9/8/2022,6:57 AM,11:00 AM,United,3.6,446,353.09,First,On Time,Boeing 737,Tammy Vivyan,Hurley Mandrey
2300,DJB,YBL,11/6/2022,11/13/2022,11:03 PM,8:18 AM,American,7.31,220,556.97,Economy,Delayed,Airbus A320,Hortense Maha,Caitrin Maillard
7350,BCG,PPG,10/10/2022,9/16/2022,9:48 AM,6:31 PM,Delta,8.88,410,272.26,First,Cancelled,Boeing 737,Hynda Shieldon,Kennedy Lafay
8923,BBJ,0,2/8/2022,10/29/2022,5:00 PM,12:03 PM,United,2.25,408,821.03,Economy,On Time,Boeing 787,Danny Longdon,Kathryn Pamment
8457,KYI,BDN,12/6/2022,5/2/2022,2:54 PM,5:44 PM,United,8.99,85,548.1,Economy,Cancelled,Boeing 737,Revkah Adamovitch,Cymbre Volkers
4833,MLV,TGT,2/24/2022,10/18/2022,12:37 PM,4:34 PM,United,1.69,303,948.32,Business,Delayed,Airbus A320,Saw Autin,Brigit Duxfield
6406,EMD,KBL,10/24/2022,5/23/2022,3:15 PM,12:05 AM,United,5.37,443,375.95,First,On Time,Airbus A320,Avie Chaperling,Beverly Andrichuk
4555,KRF,AGJ,2/9/2022,5/23/2022,3:29 AM,10:33 AM,American,8.54,328,189.93,First,Delayed,Boeing 737,Dania Trulock,Clerc Aloway
7888,MDP,EBS,9/30/2022,10/3/2022,6:31 PM,10:53 AM,American,1.92,497,459.52,Business,On Time,Boeing 787,Mose MacFadden,Tonia Wofenden
7069,UDI,AIC,5/20/2022,5/7/2022,7:58 AM,7:22 AM,Delta,6.59,176,146.51,Economy,Delayed,Boeing 737,Filide Manssuer,Cullin Cowmeadow
2005,HSK,TIU,6/7/2022,1/20/2022,3:46 PM,5:13 PM,United,9.22,246,518.45,Economy,Delayed,Boeing 737,Salli Suarez,Ware O'Scollain
4158,FOO,VIB,2/14/2022,1/23/2022,10:21 AM,3:09 AM,United,2.75,4,118.75,Business,Cancelled,Boeing 787,Louis Fettes,Zorana Flecknoe
9943,CAN,0,9/24/2022,7/3/2022,7:29 PM,10:31 PM,United,1.41,367,399.73,First,Cancelled,Boeing 787,Priscella Cullotey,Verina Radage
4489,KWV,XLB,8/9/2022,4/8/2022,9:07 AM,1:57 PM,Delta,3.7,227,447.94,Business,On Time,Boeing 737,Swen Padgham,Gracia Bridges
6143,IDH,MUC,1/21/2022,7/13/2022,6:29 PM,10:28 PM,Delta,5.26,169,800.1,First,On Time,Boeing 787,Malva Tremouille,Cully Puncher
7384,VLC,FUB,7/24/2022,3/21/2022,12:55 PM,2:44 PM,Delta,7.44,104,347.65,First,Delayed,Boeing 737,Fransisco McConnal,Roslyn Heijnen
9943,RIA,BNE,6/28/2022,6/6/2022,7:27 PM,1:35 AM,American,7.62,215,393.92,Economy,Delayed,Airbus A320,Lacey Ege,Hermon Byrde
2107,NYI,BBE,7/31/2022,12/19/2022,3:52 AM,9:10 AM,American,2.93,82,641.85,Business,Cancelled,Boeing 737,Fredi McLukie,Khalil Reddings
7034,OUL,OCA,8/15/2022,10/28/2022,6:59 PM,12:36 PM,Delta,8.53,358,826.21,Business,On Time,Boeing 787,Alvin Aronovich,Krishnah Pycock
1303,YDB,BVZ,8/24/2022,4/7/2022,10:44 PM,6:38 PM,American,5.45,63,240.24,Economy,Delayed,Airbus A320,Maddy Allman,Daphna Ackers
6269,XNU,PAD,5/24/2022,6/26/2022,9:47 AM,11:36 PM,Delta,3.0,318,940.5,Economy,Cancelled,Airbus A320,Harlin Faithfull,Denys Veracruysse
9957,WLG,WMO,9/8/2022,12/27/2022,10:25 AM,10:11 AM,United,8.59,480,717.55,First,Cancelled,Boeing 737,Lexine Atthowe,Malchy Clarricoates
5901,OMK,TCR,11/9/2022,12/10/2022,11:56 AM,10:17 PM,Delta,9.86,470,552.67,Business,Delayed,Boeing 737,Layton Baudasso,Renato de Broke
2096,KZN,KNJ,6/6/2022,1/9/2022,4:25 PM,8:08 AM,United,3.42,267,774.86,First,Cancelled,Airbus A320,Etienne Soots,Wenona Ashcroft
1866,LID,VOI,10/26/2022,10/13/2022,1:59 PM,2:47 AM,American,5.72,244,940.25,First,Delayed,Airbus A320,Idette Vickerstaff,Candida Kringe
5377,PWM,LBM,12/5/2022,12/7/2022,11:53 AM,5:09 PM,United,8.51,245,161.8,First,Delayed,Airbus A320,Carlie Peasee,Hanna Napoleone
7753,CAY,YYQ,1/8/2022,4/5/2022,7:06 PM,10:16 AM,American,6.68,69,484.19,Economy,On Time,Airbus A320,Arley Cherm,Brooke McHarry
280,MWB,MZY,6/27/2022,2/26/2022,12:47 AM,2:18 AM,Delta,2.24,134,983.74,Economy,On Time,Boeing 737,Reese Swateridge,Alfons Jehaes
7292,MQN,XYR,3/6/2022,5/27/2022,9:04 AM,6:17 PM,United,3.1,261,994.53,First,On Time,Boeing 737,Afton Von Salzberg,Bess Madoc-Jones
8640,LXN,SNL,6/11/2022,10/20/2022,7:06 PM,5:02 AM,Delta,5.8,290,846.82,Economy,On Time,Airbus A320,Alanna Alenichicov,Eziechiele Marquis
3002,BBS,YFX,12/8/2022,8/31/2022,10:14 PM,6:07 PM,Delta,3.83,24,522.0,Business,Cancelled,Boeing 787,Toby Munford,Modestine Bertelsen
4959,LTC,YAO,10/22/2022,11/15/2022,8:34 AM,7:15 AM,United,5.81,165,559.24,Economy,Cancelled,Boeing 737,Jan Klaff,Thia Chaunce
9353,KHR,YFX,3/30/2022,6/6/2022,12:11 AM,3:19 PM,Delta,9.69,312,609.68,Economy,Delayed,Airbus A320,Reginald Ritchley,Dexter Darree
1562,HOK,SVE,9/4/2022,4/23/2022,8:40 PM,12:24 AM,American,1.61,232,746.82,First,Delayed,Boeing 787,Gale Ervin,Bernarr Measham
952,POX,EKI,9/18/2022,6/2/2022,11:51 AM,4:51 PM,American,6.5,126,119.42,Business,On Time,Boeing 737,Darleen Yitzovitz,Jacinthe Haymes
730,ABD,MSN,1/4/2022,5/14/2022,4:43 AM,10:06 AM,American,7.22,267,482.09,Business,On Time,Boeing 787,Broderick Matejovsky,Eugine Stickens
7178,TFL,ACA,12/25/2022,5/12/2022,2:55 PM,7:53 AM,United,5.62,227,789.98,Business,Delayed,Boeing 737,Teodoor Ketch,Raynard Huckerby
4409,SZV,FDR,3/17/2022,11/16/2022,1:54 PM,5:06 AM,United,6.96,460,401.19,Economy,Delayed,Boeing 787,Cornie Bachman,Jolynn Hucks
626,LCX,CXY,3/31/2022,4/16/2022,2:36 AM,6:35 PM,United,3.09,34,950.01,Business,Cancelled,Boeing 787,Casper Caunce,Bettine Lindenbluth
1612,OSR,RHP,3/26/2022,1/4/2022,12:20 AM,3:46 PM,American,7.61,267,806.78,First,Cancelled,Airbus A320,Ynes Tunna,Julie Danbi
1481,OPF,SZH,2/23/2022,7/25/2022,4:22 AM,11:37 AM,American,2.68,489,284.51,Business,Cancelled,Boeing 787,Chuck Skoate,Queenie Baurerich
628,PCQ,URY,8/17/2022,6/5/2022,9:28 PM,2:20 AM,American,3.62,80,813.15,Economy,Delayed,Boeing 737,Nicolle Hazelby,Michaela Braunle
2417,MLR,ATS,2/13/2022,3/4/2022,12:13 AM,12:11 PM,Delta,6.92,93,626.0,Economy,On Time,Airbus A320,Anstice Colthard,Mela Humbell
8641,KEM,PGN,4/17/2022,6/24/2022,1:22 AM,11:17 PM,Delta,4.78,234,164.38,First,Delayed,Airbus A320,Magdalene Hawthorne,Kincaid Piolli
1551,LGT,SIU,3/1/2022,2/6/2022,11:17 PM,10:21 PM,American,8.89,4,814.15,Economy,Cancelled,Airbus A320,Olivia Pitts,Guglielmo Pittock
2807,TOZ,VAI,1/29/2022,12/26/2022,8:04 AM,10:47 AM,United,4.34,47,765.98,Economy,On Time,Airbus A320,Marita Coatts,Carolin Mollatt
1685,MUF,BZZ,12/7/2022,1/10/2022,5:20 AM,6:18 PM,Delta,1.4,465,530.16,Economy,Delayed,Boeing 787,Minor Hardwicke,Rorke Gawkes
7318,STJ,JHB,1/12/2022,11/26/2022,3:46 PM,10:59 PM,Delta,7.2,356,381.16,First,On Time,Boeing 787,Diandra Frantzen,Bobbe Goodbur
8519,BKG,ORK,1/11/2022,7/21/2022,9:55 PM,9:11 AM,American,7.19,75,871.9,First,Cancelled,Boeing 737,Damaris Southerell,Rudd Stallwood
4597,RSB,AIH,8/15/2022,2/7/2022,5:50 PM,2:54 AM,United,7.08,437,270.91,Economy,Delayed,Boeing 737,Kettie Woolfenden,Lola Andrejevic
2600,FRO,SDG,11/23/2022,1/5/2022,1:53 AM,11:37 AM,Delta,6.84,249,232.18,Economy,On Time,Boeing 737,Curt Matashkin,Renado Genike
6767,PLK,KOP,9/1/2022,11/3/2022,12:03 AM,7:02 PM,American,1.2,405,335.19,Economy,Cancelled,Airbus A320,Morganica Cubbit,Caralie Dorcey
2006,TDV,BDO,7/24/2022,12/23/2022,12:06 AM,2:45 PM,Delta,2.64,41,571.77,First,Delayed,Airbus A320,Elihu MacTrustam,Peta Cyples
4751,CHQ,JYR,1/19/2022,3/18/2022,9:09 PM,2:24 AM,Delta,1.49,1,463.62,Business,On Time,Boeing 737,Lulu Rentelll,Alie Matiewe
9604,PAV,SBP,8/1/2022,12/2/2022,9:06 AM,6:48 PM,Delta,5.32,50,964.29,First,Cancelled,Boeing 737,Alidia Baskerville,Rod Lilleyman
7296,FUE,BKP,11/30/2022,2/10/2022,11:11 PM,4:09 AM,United,7.69,334,815.43,Economy,Delayed,Boeing 787,Ginger Maltby,Miriam Duffett
460,BMR,YKQ,10/5/2022,5/4/2022,8:44 PM,11:46 PM,United,3.23,62,202.41,Business,Delayed,Airbus A320,Mel Branwhite,Kakalina Crannach
922,ACF,BWA,10/15/2022,3/31/2022,5:59 PM,8:42 PM,Delta,4.38,97,485.1,Business,Delayed,Boeing 787,Sax Coventry,Lemuel Donaway
8327,TIL,YYI,5/8/2022,7/1/2022,8:48 AM,1:19 AM,American,6.12,65,384.55,Business,On Time,Boeing 737,Faythe Beeswing,Genny Cottam
5256,LEA,NKM,4/10/2022,3/13/2022,5:43 AM,10:25 AM,American,8.46,392,431.44,Business,On Time,Boeing 787,Kyle Pinhorn,Storm Stoll
7991,TEM,IDR,7/10/2022,1/17/2022,4:39 AM,12:39 PM,United,6.91,307,339.45,First,On Time,Boeing 737,Ailina Cousans,Zedekiah Metzke
7690,PWA,WET,6/18/2022,1/2/2022,7:35 PM,9:49 AM,American,9.53,332,761.66,Business,Cancelled,Boeing 737,Lynett Halsey,Rosaleen Kuhl
3123,FVM,SYR,5/20/2022,3/1/2022,3:00 PM,3:41 AM,United,9.78,265,558.93,First,On Time,Boeing 737,Tiffanie Cribbott,Morlee Saintsbury
4121,JLA,ESH,2/10/2022,4/7/2022,7:07 PM,1:16 PM,American,7.6,388,358.5,First,Cancelled,Airbus A320,Diannne Tupman,Mic Janes
3988,LAA,BSD,5/29/2022,3/29/2022,8:09 AM,8:25 PM,American,6.13,209,248.32,Business,Cancelled,Boeing 787,Hester Buncher,Edie Hirche
4567,TBL,FUN,6/11/2022,4/25/2022,10:03 AM,5:50 PM,American,3.77,367,736.63,Economy,Delayed,Boeing 737,Edythe Petrakov,Scarface Walton
5678,SNJ,IHN,8/31/2022,12/24/2022,2:55 PM,2:39 PM,United,6.31,204,545.53,First,On Time,Boeing 737,Allister Rodriguez,Faustine Urpeth
1297,IFO,KRD,8/2/2022,3/7/2022,4:57 PM,5:03 AM,American,1.12,217,860.21,First,Delayed,Boeing 737,Kimble Twohig,Vivi Andri
6063,MFJ,HAU,12/9/2022,7/8/2022,7:58 AM,2:16 PM,American,5.52,121,401.94,First,Cancelled,Boeing 787,Juliette Janicki,Zackariah Gready
404,ABM,MTG,2/22/2022,4/1/2022,6:58 AM,2:50 PM,United,6.53,225,504.44,First,Delayed,Boeing 737,Husein Lamburn,Kin Carlin
4563,DER,STH,9/5/2022,4/21/2022,3:00 PM,6:37 PM,United,1.35,3,344.74,Business,Cancelled,Boeing 737,Arnuad Tomadoni,Taryn Freathy
9806,RAT,KDJ,11/23/2022,10/10/2022,10:00 PM,11:43 AM,American,6.82,397,706.1,Business,Delayed,Airbus A320,Alane Von Hindenburg,Sela Pyatt
4576,CRY,BJJ,3/4/2022,3/23/2022,8:02 AM,1:39 AM,American,5.78,70,944.55,First,Delayed,Boeing 737,Pete Burkwood,Haze Brazear
5592,TYN,VHY,8/2/2022,10/16/2022,11:16 AM,7:36 AM,American,1.73,414,507.78,Economy,On Time,Airbus A320,Haskel Bloxam,Sawyer Guisot
1912,YML,BGT,3/27/2022,12/22/2022,3:18 PM,12:50 PM,Delta,2.79,95,413.63,Business,Delayed,Boeing 787,Stewart Keable,Sherie Mahood
8172,TVS,WOS,11/23/2022,4/22/2022,2:26 PM,2:36 PM,American,2.03,495,808.88,First,On Time,Boeing 737,Anna-diana O'Griffin,Barrett Carmel
6220,LKH,TGM,5/10/2022,1/1/2022,9:14 AM,5:03 PM,Delta,8.91,157,428.02,Economy,Delayed,Airbus A320,Kip Logsdail,Niels Christofor
540,LRM,MTS,12/27/2022,1/30/2022,12:10 AM,5:21 AM,United,9.42,410,737.97,Economy,Delayed,Boeing 787,Mohandis Grouen,Gabby Gully
8606,LOW,LAZ,5/31/2022,1/2/2022,7:06 PM,12:33 PM,Delta,3.71,96,233.12,First,Delayed,Boeing 737,Hillary Degue,Martynne Villaron
7467,IXM,SGZ,3/28/2022,8/14/2022,6:13 PM,4:05 PM,United,2.19,33,758.85,Business,Cancelled,Airbus A320,Cob Liff,Lynea Marshfield
7276,VKS,KKS,11/6/2022,5/14/2022,3:58 AM,3:19 AM,American,8.66,208,727.39,Economy,Cancelled,Airbus A320,Benny Martinson,Collette Swancott
9118,LOQ,TNB,10/12/2022,9/23/2022,6:13 AM,2:13 AM,Delta,9.59,215,221.24,First,On Time,Airbus A320,Emmye Marfe,Dinah Hailwood
9318,GDD,TPH,5/12/2022,4/2/2022,9:24 AM,12:00 AM,United,3.13,177,306.97,Economy,On Time,Airbus A320,Bernelle Walsh,Allegra Matzaitis
6245,LEO,MBA,8/13/2022,6/21/2022,7:43 PM,12:01 PM,American,4.78,443,425.29,Economy,On Time,Boeing 787,Zonda Daglish,Loni Filintsev
998,HTL,GLH,11/30/2022,2/5/2022,10:06 AM,6:28 PM,Delta,5.76,6,303.34,First,On Time,Boeing 737,Prent Bastistini,Noak Fettis
5704,BQE,LAC,2/6/2022,10/1/2022,11:27 AM,6:15 AM,United,8.82,307,251.81,Business,On Time,Airbus A320,Vanni Brannigan,Kirsten Dedrick
5023,KNJ,MXR,12/15/2022,8/1/2022,9:57 AM,10:11 AM,United,6.11,406,869.54,First,Cancelled,Boeing 737,Erie Lead,Tammara McPhelimy
3407,YLY,VSK,8/17/2022,4/2/2022,8:10 AM,8:08 PM,American,4.59,87,237.69,Economy,Cancelled,Boeing 787,Christos Galgey,Kassi Caldera
3506,BPM,YZF,12/18/2022,2/7/2022,4:32 AM,10:42 PM,Delta,6.97,25,858.19,Economy,On Time,Boeing 787,Neile Sparhawk,Chaddy Shenton
1305,ZRJ,BJC,5/25/2022,10/1/2022,9:10 AM,10:40 PM,American,3.49,266,512.09,Business,Cancelled,Boeing 737,Broderic Binning,Clarine Amphlett
1150,BDG,KSN,12/20/2022,5/18/2022,8:39 PM,9:39 PM,American,2.59,302,290.98,Economy,Delayed,Boeing 787,Ottilie Benjefield,Ave Baus
2683,OKB,SEF,1/13/2022,6/3/2022,7:09 PM,2:31 PM,American,3.76,383,59.83,Economy,Cancelled,Boeing 737,Saraann Fawdrey,Odessa Yesenev
6124,JGS,CZF,10/16/2022,8/8/2022,7:43 PM,7:21 AM,American,1.37,161,309.0,Business,On Time,Boeing 787,Rikki Abrahamowitcz,Murry McAuslan
2932,MGN,YVA,3/31/2022,11/22/2022,12:44 AM,4:09 PM,American,8.81,459,894.6,Business,Cancelled,Airbus A320,Stephan Sergeant,Codi McAughtry
1614,AQY,BQG,5/31/2022,2/25/2022,4:57 PM,8:35 PM,American,4.38,357,629.5,First,Delayed,Boeing 737,Milton Pashen,Farlay Stowte
2336,BPT,PNE,12/5/2022,8/31/2022,4:56 PM,1:31 AM,American,2.5,463,681.39,Business,On Time,Boeing 787,Kare Dumbrall,Lee Aidler
5472,SGT,CKT,2/14/2022,7/3/2022,6:48 AM,8:09 AM,United,8.33,299,828.5,First,On Time,Boeing 787,Dulsea Eilhersen,Nelly Debold
166,HES,PNQ,1/28/2022,4/6/2022,3:25 AM,11:11 AM,Delta,8.27,439,229.17,Business,Delayed,Airbus A320,Cristionna Wicks,Chere Wines
4242,PWO,TDL,8/15/2022,7/30/2022,9:10 PM,1:43 PM,American,9.85,428,160.56,Economy,Delayed,Boeing 737,Deena Seville,Elsy Huscroft
8775,SGV,TGL,8/16/2022,4/17/2022,1:12 PM,2:46 AM,United,6.58,477,161.7,Economy,On Time,Boeing 787,Denney Oddy,Meaghan Tenny
1803,XPR,CSO,6/20/2022,12/12/2022,8:39 PM,5:16 AM,United,1.2,287,358.0,Economy,Cancelled,Boeing 787,Lillis Sanderson,Tony Carbery
807,CMA,GER,5/28/2022,5/16/2022,4:44 PM,12:25 PM,American,1.64,178,794.51,First,Cancelled,Boeing 787,My Doctor,Saundra Sexstone
1427,JNG,EDL,10/5/2022,10/27/2022,6:12 AM,6:40 PM,United,4.63,468,647.53,Business,Delayed,Airbus A320,Halley Dowell,Roobbie Bubb
1880,MDA,SJH,11/11/2022,2/15/2022,9:26 AM,3:56 PM,United,6.77,417,216.88,First,Delayed,Boeing 787,Fanchon Causbey,Annabelle Osgood
1213,KLQ,TOR,11/26/2022,7/3/2022,1:29 PM,1:37 AM,American,1.33,384,197.46,Economy,On Time,Boeing 737,Catarina Bendell,Josephina Gubbins
5607,CJM,HYD,6/4/2022,8/15/2022,11:21 AM,6:37 PM,American,4.53,164,630.21,First,Cancelled,Airbus A320,Galvan Grigorey,Bar Broader
3116,SZF,HGL,1/19/2022,1/21/2022,12:21 AM,11:34 AM,Delta,1.69,371,58.15,Business,Delayed,Boeing 737,Marji Wasielewski,Trudey Freckleton
1187,PZS,NPP,10/9/2022,10/3/2022,5:40 AM,3:30 PM,United,3.4,390,465.72,First,Cancelled,Boeing 787,Gib Lewinton,Zorina Dawid
